Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uranium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Constantan
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Coke Brick
chiselsandbits:block_bit:0, Chiseled Bit - Blast Brick
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Blast Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal Coke
chiselsandbits:block_bit:0, Chiseled Bit - Hempcrete
chiselsandbits:block_bit:0, Chiseled Bit - Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Concrete Tile
chiselsandbits:block_bit:0, Chiseled Bit - Leaded Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Insulating Glass
chiselsandbits:block_bit:0, Chiseled Bit - Kiln Brick
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Copper Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Aluminium Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Lead Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Silver Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Constantan Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Steel Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Iron Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Gold Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Copper Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - High-Voltage Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Heavy Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Generator Block
chiselsandbits:block_bit:0, Chiseled Bit - Radiator Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Anglesite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Blutonium Block
chiselsandbits:block_bit:0, Chiseled Bit - Benitoite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyanite Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ludicrite Block
chiselsandbits:block_bit:0, Chiseled Bit - Logistics Block Frame
chiselsandbits:block_bit:0, Chiseled Bit - Logistics MJ Power Provider
chiselsandbits:block_bit:0, Chiseled Bit - Mirion Block
chiselsandbits:block_bit:0, Chiseled Bit - End Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Iridium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Mithril Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Charged Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Osmium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Dilithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Tritanium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Iridium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Mithril Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Charged Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Osmium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Dilithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Tritanium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Overworld Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Overworld Ardite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Ardite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Overworld Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Machine Frame
chiselsandbits:block_bit:0, Chiseled Bit - Machine Base
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Destination Analyzer Down
chiselsandbits:block_bit:0, Chiseled Bit - Matter Booster Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Blank Block
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Block
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Cross 2 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Cross Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Pattern 1 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Pattern 2 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Small Blocks
chiselsandbits:block_bit:0, Chiseled Bit - Activity Probe
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Inventory Cable
chiselsandbits:block_bit:0, Chiseled Bit - Black Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Unstable Block
chiselsandbits:block_bit:0, Chiseled Bit - Dense Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Iridium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Mithril Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Iridium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Mithril Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Nether Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Portal Frame
chiselsandbits:block_bit:0, Chiseled Bit - Sticky Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sticky Ore
chiselsandbits:block_bit:0, Chiseled Bit - tile.decorated.destroy.name
chiselsandbits:block_bit:0, Chiseled Bit - Blueprint (Decoration)
chiselsandbits:block_bit:0, Chiseled Bit - Template (Decoration)
chiselsandbits:block_bit:0, Chiseled Bit - tile.decorated.paper.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.decorated.leather.name
chiselsandbits:block_bit:0, Chiseled Bit - Laser (Decoration)
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Lead Block
chiselsandbits:block_bit:0, Chiseled Bit - Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Dawnstone Block
chiselsandbits:block_bit:0, Chiseled Bit - Mithril Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Caminite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Ashen Stone
chiselsandbits:block_bit:0, Chiseled Bit - Ashen Brick
chiselsandbits:block_bit:0, Chiseled Bit - Ashen Tile
chiselsandbits:block_bit:0, Chiseled Bit - Archaic Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Archaic Edge
chiselsandbits:block_bit:0, Chiseled Bit - Archaic Tile
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sealed Planks
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Sealed Planks
chiselsandbits:block_bit:0, Chiseled Bit - Caminite Lever mod.chiselsandbits.pretty.facing-down_x
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Block
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Bronze Block
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Block
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Block
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Compact Raw Porkchop
chiselsandbits:block_bit:0, Chiseled Bit - Well
chiselsandbits:block_bit:0, Chiseled Bit - Honey Block
chiselsandbits:block_bit:0, Chiseled Bit - Honeycomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Pressed Wax Block
chiselsandbits:block_bit:0, Chiseled Bit - Waxcomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block
chiselsandbits:block_bit:0, Chiseled Bit - Bronze Block
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - UU-Matter
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam
chiselsandbits:block_bit:0, Chiseled Bit - IC2 Coolant
chiselsandbits:block_bit:0, Chiseled Bit - Creosote
chiselsandbits:block_bit:0, Chiseled Bit - IC2 Hot Coolant
chiselsandbits:block_bit:0, Chiseled Bit - Pahoehoe Lava
chiselsandbits:block_bit:0, Chiseled Bit - Biomass
chiselsandbits:block_bit:0, Chiseled Bit - Biogas
chiselsandbits:block_bit:0, Chiseled Bit - Distilled Water
chiselsandbits:block_bit:0, Chiseled Bit - Superheated Steam
chiselsandbits:block_bit:0, Chiseled Bit - Steam
chiselsandbits:block_bit:0, Chiseled Bit - Hotspring Water
chiselsandbits:block_bit:0, Chiseled Bit - Weed-Ex
chiselsandbits:block_bit:0, Chiseled Bit - Air
chiselsandbits:block_bit:0, Chiseled Bit - Hydrogen
chiselsandbits:block_bit:0, Chiseled Bit - Oxygen
chiselsandbits:block_bit:0, Chiseled Bit - Heavy Water
chiselsandbits:block_bit:0, Chiseled Bit - Milk
chiselsandbits:block_bit:0, Chiseled Bit - Steam
chiselsandbits:block_bit:0, Chiseled Bit - Creosote
chiselsandbits:block_bit:0, Chiseled Bit - Crude Oil
chiselsandbits:block_bit:0, Chiseled Bit - Destabilized Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Energized Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Resonant Ender
chiselsandbits:block_bit:0, Chiseled Bit - Blazing Pyrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Gelid Cryotheum
chiselsandbits:block_bit:0, Chiseled Bit - Zephyrean Aerotheum
chiselsandbits:block_bit:0, Chiseled Bit - Tectonic Petrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Primal Mana
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Ethanol
chiselsandbits:block_bit:0, Chiseled Bit - Biomass
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Glass
chiselsandbits:block_bit:0, Chiseled Bit - Honey
chiselsandbits:block_bit:0, Chiseled Bit - Crushed Ice
chiselsandbits:block_bit:0, Chiseled Bit - Fruit Juice
chiselsandbits:block_bit:0, Chiseled Bit - Milk
chiselsandbits:block_bit:0, Chiseled Bit - Seed Oil
chiselsandbits:block_bit:0, Chiseled Bit - Short Mead
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Mutagen
chiselsandbits:block_bit:0, Chiseled Bit - Liquid DNA
chiselsandbits:block_bit:0, Chiseled Bit - Protein
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alumite
chiselsandbits:block_bit:0, Chiseled Bit - Molten Terrasteel
chiselsandbits:block_bit:0, Chiseled Bit - Molten Elementium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Manasteel
chiselsandbits:block_bit:0, Chiseled Bit - Molten Mirion
chiselsandbits:block_bit:0, Chiseled Bit - Molten Infinity
chiselsandbits:block_bit:0, Chiseled Bit - Molten Thaumium
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:tape_measure, Tape Measure
chiselsandbits:bittank, Chiseled Fluid Bit Tank
chiselsandbits:chiseled_wood, Chiseled Wood
chiselsandbits:chiseled_rock, Chiseled Rock
chiselsandbits:chiseled_iron, Chiseled Metal
chiselsandbits:chiseled_cloth, Chiseled Cloth
chiselsandbits:chiseled_ice, Chiseled Ice
chiselsandbits:chiseled_packedice, Chiseled Packed Ice
chiselsandbits:chiseled_clay, Chiseled Clay
chiselsandbits:chiseled_glass, Chiseled Glass
chiselsandbits:chiseled_sand, Chiseled Sand
chiselsandbits:chiseled_ground, Chiseled Ground
chiselsandbits:chiseled_grass, Chiseled Grass
chiselsandbits:chiseled_snow, Chiseled Snow
chiselsandbits:chiseled_fluid, Chiseled Fluid
chiselsandbits:chiseled_leaves, Chiseled Leaves
computercraft:computer:0, Computer
computercraft:computer:16384, Advanced Computer
computercraft:peripheral:0, Disk Drive
computercraft:peripheral:3, Printer
computercraft:peripheral:2, Monitor
computercraft:peripheral:4, Advanced Monitor
computercraft:peripheral:1, Wireless Modem
computercraft:peripheral:5, Speaker
computercraft:cable:1, Wired Modem
computercraft:cable:0, Networking Cable
computercraft:command_computer:0, Command Computer
computercraft:advanced_modem:0, Ender Modem
computercraft:disk:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:printout:0, Printed Page
computercraft:printout:1, Printed Pages
computercraft:printout:2, Printed Book
computercraft:pocket_computer:0, Pocket Computer
computercraft:pocket_computer:0, Wireless Pocket Computer
computercraft:pocket_computer:0, Ender Pocket Computer
computercraft:pocket_computer:0, Noisy Pocket Computer
computercraft:pocket_computer:1, Advanced Pocket Computer
computercraft:pocket_computer:1, Advanced Wireless Pocket Computer
computercraft:pocket_computer:1, Advanced Ender Pocket Computer
computercraft:pocket_computer:1, Advanced Noisy Pocket Computer
computercraft:turtle:0, Turtle
computercraft:turtle:1, Mining Turtle
computercraft:turtle_expanded:0, Felling Turtle
computercraft:turtle_expanded:0, Melee Turtle
computercraft:turtle_expanded:0, Digging Turtle
computercraft:turtle_expanded:0, Farming Turtle
computercraft:turtle_expanded:0, Crafty Turtle
computercraft:turtle_expanded:0, Wireless Turtle
computercraft:turtle_expanded:0, Ender Turtle
computercraft:turtle_expanded:0, Noisy Turtle
computercraft:turtle_advanced:0, Advanced Turtle
computercraft:turtle_advanced:0, Advanced Mining Turtle
computercraft:turtle_advanced:0, Advanced Felling Turtle
computercraft:turtle_advanced:0, Advanced Melee Turtle
computercraft:turtle_advanced:0, Advanced Digging Turtle
computercraft:turtle_advanced:0, Advanced Farming Turtle
computercraft:turtle_advanced:0, Advanced Crafty Turtle
computercraft:turtle_advanced:0, Advanced Wireless Turtle
computercraft:turtle_advanced:0, Advanced Ender Turtle
computercraft:turtle_advanced:0, Advanced Noisy Turtle
embers:block_caminite_brick_slab, Caminite Brick Slab
embers:ashen_stone_slab, Ashen Stone Slab
embers:ashen_brick_slab, Ashen Brick Slab
embers:ashen_tile_slab, Ashen Tile Slab
embers:ingot_copper, Copper Ingot
embers:ingot_lead, Lead Ingot
embers:ingot_silver, Silver Ingot
embers:ingot_dawnstone, Dawnstone Ingot
embers:ingot_mithril, Mithril Ingot
embers:nugget_iron, Iron Nugget
embers:nugget_copper, Copper Nugget
embers:nugget_lead, Lead Nugget
embers:nugget_silver, Silver Nugget
embers:nugget_dawnstone, Dawnstone Nugget
embers:nugget_mithril, Mithril Nugget
embers:plate_copper, Copper Plate
embers:plate_lead, Lead Plate
embers:plate_silver, Silver Plate
embers:plate_dawnstone, Dawnstone Plate
embers:plate_iron, Iron Plate
embers:plate_gold, Gold Plate
embers:plate_mithril, Mithril Plate
embers:brick_caminite, Caminite Brick
embers:blend_caminite, Caminite Blend
embers:plate_caminite, Caminite Plate
embers:plate_caminite_raw, Raw Caminite Plate
embers:tinker_hammer, Tinker's Hammer
embers:stamp_bar, Bar Stamp
embers:stamp_flat, Flat Stamp
embers:stamp_plate, Plate Stamp
embers:stamp_bar_raw, Raw Bar Stamp
embers:stamp_flat_raw, Raw Flat Stamp
embers:stamp_plate_raw, Raw Plate Stamp
embers:ember_detector, Atmospheric Gauge
embers:shard_ember, Ember Shard
embers:crystal_ember, Ember Crystal
embers:pickaxe_copper, Copper Pickaxe
embers:axe_copper, Copper Axe
embers:shovel_copper, Copper Shovel
embers:hoe_copper, Copper Hoe
embers:sword_copper, Copper Sword
embers:pickaxe_silver, Silver Pickaxe
